dataset,modelname,ablation,classifier,type,ari,nmi,accuracy,f1_macro,precision,recall
NPClassifier_superclass,sentence-transformers/all-mpnet-base-v2,occlusion,MLP,0.7,,,0.25616740088105727,0.22716302690864132,0.24408875023053095,0.23471995753003222
NPClassifier_superclass,gpt2,occlusion,KMeans,0.1,0.025308614996422285,0.21095019498758857,,,,
NPClassifier_superclass,gpt2,occlusion,LR,0.1,,,0.6068281938325991,0.5917402922730397,0.654747911659401,0.5947560829153294
NPClassifier_superclass,gpt2,occlusion,MLP,0.1,,,0.6215859030837004,0.6104665380694051,0.6501137424029174,0.6038356283571531
NPClassifier_superclass,gpt2,occlusion,KMeans,0.3,0.018573675716042962,0.1842737465837025,,,,
NPClassifier_superclass,gpt2,occlusion,LR,0.3,,,0.4856828193832599,0.43727723598580637,0.5361863461805937,0.44298579432374235
NPClassifier_superclass,gpt2,occlusion,MLP,0.3,,,0.5376651982378855,0.4923775456848892,0.5310388411345333,0.49237544491533547
NPClassifier_superclass,gpt2,occlusion,KMeans,0.5,0.014309571799183905,0.1677024803348546,,,,
NPClassifier_superclass,gpt2,occlusion,LR,0.5,,,0.39955947136563874,0.3404960663207383,0.40335008111134474,0.3641548245723759
NPClassifier_superclass,gpt2,occlusion,MLP,0.5,,,0.4544052863436123,0.40590763277803,0.4378548220356948,0.4196455926802878
NPClassifier_superclass,gpt2,occlusion,KMeans,0.7,0.012721258118061648,0.1598482571215489,,,,
NPClassifier_superclass,gpt2,occlusion,LR,0.7,,,0.31607929515418504,0.26406365686648425,0.3136604555532764,0.2888489657188971
NPClassifier_superclass,gpt2,occlusion,MLP,0.7,,,0.3777533039647577,0.31750371926811227,0.34207832986245523,0.32813573166308
NPClassifier_superclass,sentence-transformers/all-MiniLM-L6-v2,occlusion,KMeans,0.1,0.1303834634708054,0.4143535164829033,,,,
NPClassifier_superclass,sentence-transformers/all-MiniLM-L6-v2,occlusion,LR,0.1,,,0.49581497797356827,0.47984939921396486,0.5113877044952662,0.4784008305920145
NPClassifier_superclass,sentence-transformers/all-MiniLM-L6-v2,occlusion,MLP,0.1,,,0.5975770925110132,0.5878053732641705,0.6222220597152043,0.5837808915248903
NPClassifier_superclass,sentence-transformers/all-MiniLM-L6-v2,occlusion,KMeans,0.3,0.09982553276606783,0.35487609951432086,,,,
NPClassifier_superclass,sentence-transformers/all-MiniLM-L6-v2,occlusion,LR,0.3,,,0.40330396475770924,0.37103498378945987,0.3987537181508,0.3734270459393661
NPClassifier_superclass,sentence-transformers/all-MiniLM-L6-v2,occlusion,MLP,0.3,,,0.4698237885462555,0.45458609753396606,0.48587254540077424,0.4519635113714573
NPClassifier_superclass,sentence-transformers/all-MiniLM-L6-v2,occlusion,KMeans,0.5,0.06653223376588266,0.30518637099038215,,,,
NPClassifier_superclass,sentence-transformers/all-MiniLM-L6-v2,occlusion,LR,0.5,,,0.31718061674008813,0.2757894839279415,0.2930706721827439,0.28597215563527295
NPClassifier_superclass,sentence-transformers/all-MiniLM-L6-v2,occlusion,MLP,0.5,,,0.3671806167400881,0.344010012248863,0.37253936313358366,0.3452594372898025
NPClassifier_superclass,sentence-transformers/all-MiniLM-L6-v2,occlusion,KMeans,0.7,0.04271053884366749,0.2535191390678607,,,,
NPClassifier_superclass,sentence-transformers/all-MiniLM-L6-v2,occlusion,LR,0.7,,,0.23458149779735682,0.19418585932430935,0.20357088965361622,0.20453443726879747
NPClassifier_superclass,sentence-transformers/all-MiniLM-L6-v2,occlusion,MLP,0.7,,,0.2555066079295154,0.21518401483703564,0.21915053707983936,0.22765147226013327
NPClassifier_superclass,meta-llama/Meta-Llama-3-8B,occlusion,KMeans,0.1,0.07355757739649496,0.3395414203386711,,,,
NPClassifier_superclass,meta-llama/Meta-Llama-3-8B,occlusion,LR,0.1,,,0.5634361233480176,0.5296739912805748,0.6063604602095287,0.5463362055078923
NPClassifier_superclass,meta-llama/Meta-Llama-3-8B,occlusion,MLP,0.1,,,0.5698237885462555,0.5363127353973888,0.5797286192492017,0.5326475678199779
NPClassifier_superclass,meta-llama/Meta-Llama-3-8B,occlusion,KMeans,0.3,0.05014419210271955,0.2876146679607582,,,,
NPClassifier_superclass,meta-llama/Meta-Llama-3-8B,occlusion,LR,0.3,,,0.3801762114537445,0.34360257557618934,0.4467988438691574,0.3601941137181851
NPClassifier_superclass,meta-llama/Meta-Llama-3-8B,occlusion,MLP,0.3,,,0.436784140969163,0.38843688814300287,0.4344681186757804,0.38961745314084595
NPClassifier_superclass,meta-llama/Meta-Llama-3-8B,occlusion,KMeans,0.5,0.03972648250654215,0.26109046723337537,,,,
NPClassifier_superclass,meta-llama/Meta-Llama-3-8B,occlusion,LR,0.5,,,0.3162995594713656,0.272934103773137,0.37249753487998105,0.2934717544472975
NPClassifier_superclass,meta-llama/Meta-Llama-3-8B,occlusion,MLP,0.5,,,0.3398678414096916,0.27514905235946197,0.2957794474938956,0.29302453037276494
NPClassifier_superclass,meta-llama/Meta-Llama-3-8B,occlusion,KMeans,0.7,0.03662898748496773,0.23807621203260398,,,,
NPClassifier_superclass,meta-llama/Meta-Llama-3-8B,occlusion,LR,0.7,,,0.23259911894273128,0.2102420494166304,0.26635273113070557,0.2209914980217385
NPClassifier_superclass,meta-llama/Meta-Llama-3-8B,occlusion,MLP,0.7,,,0.28325991189427313,0.2268561262380387,0.2329411580643886,0.2478691026552359
